Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
20-Oct-21,EQ,"1,239.00","1,263.40","1,220.40","1,232.10","1,232.90","1,232.90","1,242.97","1,377.75",800.25,"82,22,562","10,22,03,60,301.85","1,89,811"
21-Oct-21,EQ,"1,238.90","1,238.90","1,189.00","1,232.90","1,214.00","1,210.70","1,206.94","1,377.75",800.25,"59,98,795","7,24,01,70,471.50","1,68,030"
22-Oct-21,EQ,"1,203.25","1,223.35","1,186.00","1,210.70","1,192.80","1,194.00","1,198.90","1,377.75",800.25,"38,12,305","4,57,05,69,132.35","1,19,329"
25-Oct-21,EQ,"1,184.05","1,190.00","1,157.15","1,194.00","1,168.00","1,165.40","1,166.40","1,377.75",800.25,"66,90,819","7,80,41,41,931.05","1,59,478"
26-Oct-21,EQ,"1,170.00","1,182.00","1,153.25","1,165.40","1,168.00","1,166.80","1,163.88","1,377.75",800.25,"51,26,660","5,96,67,98,956.50","1,11,561"
27-Oct-21,EQ,"1,170.00","1,181.35","1,161.50","1,166.80","1,177.45","1,177.15","1,170.39","1,377.75",800.25,"35,36,653","4,13,92,77,581.00","91,737"
28-Oct-21,EQ,"1,183.30","1,185.00","1,146.80","1,177.15","1,153.60","1,152.00","1,162.12","1,377.75",800.25,"40,96,585","4,76,07,07,263.35","1,63,152"
29-Oct-21,EQ,"1,152.00","1,173.00","1,138.00","1,152.00","1,145.00","1,143.75","1,155.88","1,377.75",800.25,"35,58,520","4,11,32,14,806.30","1,27,439"
1-Nov-21,EQ,"1,143.50","1,191.45","1,143.50","1,143.75","1,189.00","1,189.20","1,177.09","1,377.75",800.25,"45,11,112","5,30,99,77,855.20","1,32,281"
2-Nov-21,EQ,"1,191.00","1,195.10","1,168.85","1,189.20","1,172.20","1,170.65","1,180.96","1,377.75",800.25,"30,16,082","3,56,18,62,430.60","96,802"
3-Nov-21,EQ,"1,175.00","1,187.70","1,171.70","1,170.65","1,177.00","1,176.35","1,178.99","1,377.75",800.25,"20,63,067","2,43,23,27,289.95","57,776"
4-Nov-21,EQ,"1,185.00","1,187.15","1,178.00","1,176.35","1,183.50","1,183.10","1,183.16","1,377.75",800.25,"2,56,369","30,33,25,401.50","15,663"
8-Nov-21,EQ,"1,187.45","1,192.80","1,168.55","1,183.10","1,183.00","1,182.85","1,178.89","1,377.75",800.25,"38,08,317","4,48,95,89,096.25","80,192"
9-Nov-21,EQ,"1,188.00","1,191.00","1,170.45","1,182.85","1,172.30","1,172.80","1,177.76","1,377.75",800.25,"35,65,461","4,19,92,64,233.05","1,48,010"
10-Nov-21,EQ,"1,164.00","1,175.00","1,162.10","1,172.80","1,171.20","1,169.15","1,168.82","1,377.75",800.25,"24,01,325","2,80,67,20,850.60","83,449"
11-Nov-21,EQ,"1,166.00","1,167.80","1,152.25","1,169.15","1,161.25","1,160.70","1,160.33","1,377.75",800.25,"28,61,259","3,32,00,01,450.60","69,185"
12-Nov-21,EQ,"1,168.90","1,178.15","1,163.00","1,160.70","1,174.40","1,172.35","1,171.56","1,377.75",800.25,"38,12,518","4,46,65,75,627.35","81,204"
15-Nov-21,EQ,"1,171.00","1,181.60","1,163.50","1,172.35","1,168.00","1,170.85","1,173.72","1,377.75",800.25,"36,19,915","4,24,87,59,630.95","58,921"
16-Nov-21,EQ,"1,170.90","1,175.50","1,160.45","1,170.85","1,161.95","1,163.40","1,165.95","1,377.75",800.25,"31,41,207","3,66,25,00,831.65","89,551"
17-Nov-21,EQ,"1,160.50","1,164.75","1,150.00","1,163.40","1,150.30","1,152.45","1,156.81","1,377.75",800.25,"31,72,985","3,67,05,46,247.65","1,09,730"
18-Nov-21,EQ,"1,148.00","1,155.00","1,113.50","1,152.45","1,118.00","1,120.20","1,124.78","1,377.75",800.25,"53,84,530","6,05,64,36,424.55","1,94,719"
22-Nov-21,EQ,"1,120.20","1,125.85","1,102.00","1,120.20","1,113.00","1,110.10","1,111.00","1,377.75",814.35,"39,61,223","4,40,09,20,118.15","1,16,792"
23-Nov-21,EQ,"1,105.00","1,120.00","1,090.00","1,110.10","1,115.75","1,112.60","1,109.58","1,377.75",814.35,"45,45,069","5,04,31,31,371.75","93,913"
24-Nov-21,EQ,"1,120.00","1,132.65","1,112.95","1,112.60","1,115.95","1,119.45","1,123.89","1,377.75",814.35,"26,75,632","3,00,71,03,782.90","80,404"
25-Nov-21,EQ,"1,116.50","1,131.00","1,111.00","1,119.45","1,125.70","1,124.80","1,125.72","1,377.75",814.35,"31,06,454","3,49,70,09,820.40","95,903"
26-Nov-21,EQ,"1,120.00","1,126.00","1,103.30","1,124.80","1,111.65","1,110.05","1,114.79","1,377.75",814.35,"22,07,274","2,46,06,41,343.10","98,604"
29-Nov-21,EQ,"1,101.10","1,145.00","1,100.10","1,110.05","1,134.00","1,133.15","1,131.49","1,377.75",815.1,"36,61,152","4,14,25,61,741.55","1,44,471"
30-Nov-21,EQ,"1,133.00","1,157.90","1,133.00","1,133.15","1,139.35","1,138.65","1,143.27","1,377.75",815.1,"74,21,904","8,48,52,39,216.15","1,59,613"
1-Dec-21,EQ,"1,146.00","1,163.00","1,145.20","1,138.65","1,159.55","1,156.70","1,156.90","1,377.75",815.1,"29,18,586","3,37,65,01,071.95","1,15,314"
2-Dec-21,EQ,"1,161.90","1,186.40","1,153.00","1,156.70","1,183.00","1,184.70","1,172.47","1,377.75",815.1,"40,11,279","4,70,31,19,501.30","1,20,697"
3-Dec-21,EQ,"1,188.00","1,189.70","1,169.65","1,184.70","1,170.40","1,171.40","1,175.90","1,377.75",815.1,"25,71,036","3,02,32,86,791.30","89,550"
